name,kind,module_type,output_shape,clean_rms,noisy_rms,residual_rms,residual_to_signal,stochastic_rms,stochastic_to_signal,bias_rms,bias_to_signal,stochastic_fraction_of_mse,clean_abs_mean,clean_abs_p95_mean,clean_abs_p99_mean,residual_abs_p95_mean,clean_abs_gt_5_frac,clean_abs_gt_8_frac,clean_abs_gt_10_frac,clean_numel,noisy_numel,nonfinite_outputs
features.6.2.block.2.fc1,pointwise,NoisyConv2d,4x48x1x1,2.0604147725599615,2.076439903281846,1.9606203225456675,0.9515658442448923,0.4918877640939179,0.23873240021608472,1.8979142437722951,0.9211321278842475,0.06294265223854854,1.66753355662028,3.9195224046707153,5.175213694572449,3.9131172746419907,0.016927083333333332,0.0013020833333333333,0.0,768,3072,0
features.6.2.block.2.fc2,pointwise,NoisyConv2d,4x1152x1x1,1.873417334703903,1.823687889808386,1.0455758667583976,0.5581115576277363,0.24832819318536514,0.13255358994775923,1.0156584079388435,0.5421420999605356,0.05640803304526607,1.599124140209622,3.3727471828460693,4.250056505203247,2.0975037217140198,0.0018988715277777778,0.0,0.0,18432,73728,0
features.6.2.block.3.0,pointwise,NoisyConv2d,4x192x7x7,0.3697303647330756,0.2867339903389984,0.43735682718523056,1.1829075155917406,0.1751065570216893,0.4736061025123169,0.4007726138018184,1.0839591551836798,0.16029980619098763,0.2722408917485451,0.7324169874191284,1.127693846821785,0.861655417829752,6.64328231292517e-06,0.0,0.0,150528,602112,0
features.6.3.block.0.0,pointwise,NoisyConv2d,4x1152x7x7,5.036481746211822,3.8709558363096064,5.716937488278164,1.1351053724314886,1.4208801022776378,0.28211759197704817,5.537551262050016,1.0994880039454271,0.06177147591683456,3.8406277265137825,10.09007477760315,14.762187242507935,11.275550484657288,0.28106730973639454,0.10377249858276644,0.051773313492063495,903168,3612672,0
features.6.3.block.1.0,depthwise,NoisyConv2d,4x1152x7x7,0.21264728999539623,0.18695484036600307,0.2172320227779786,1.0215602690383763,0.05599012687929022,0.26330044874074054,0.20989249012828734,0.9870452152615322,0.06643167623652246,0.12312512603206159,0.3363778218626976,0.8615394979715347,0.41589312069118023,1.6608205782312927e-05,0.0,0.0,903168,3612672,0
features.6.3.block.2.fc1,pointwise,NoisyConv2d,4x48x1x1,2.1251313786004515,2.0245946867062425,1.9069991906458914,0.8973559046037825,0.44931313264947625,0.21142840257969395,1.853311528576024,0.8720926843575008,0.05551332078900625,1.682042121887207,3.9293277859687805,5.764439582824707,3.6623338758945465,0.018229166666666668,0.0026041666666666665,0.0013020833333333333,768,3072,0
features.6.3.block.2.fc2,pointwise,NoisyConv2d,4x1152x1x1,2.1445272476909376,2.1431871597789973,1.010726265159913,0.47130493037483456,0.22590843880254202,0.10534183654965583,0.9851563126539385,0.459381578720755,0.04995716736442307,1.8738594584994845,3.6908201575279236,4.645178437232971,2.014406368136406,0.00634765625,0.0,0.0,18432,73728,0
features.6.3.block.3.0,pointwise,NoisyConv2d,4x192x7x7,0.31720755009315577,0.16399470529758498,0.3373723046339634,1.0635695920065136,0.1063497279598799,0.3352685896935546,0.3201715279297822,1.0093439700150768,0.09936968449374817,0.2329788370197322,0.6342510133981705,0.9931384921073914,0.6747375689446926,0.0,0.0,0.0,150528,602112,0
features.7.0.block.0.0,pointwise,NoisyConv2d,4x1152x7x7,7.617738520464629,4.726497596699305,7.806849200003851,1.0248250421081253,1.7311191962112735,0.22724844014542092,7.612497668972359,0.9993120200334796,0.04917024402046232,5.783366715826956,15.228665113449097,22.5145845413208,15.507728278636932,0.46261160714285715,0.25268277884070295,0.1635852908871882,903168,3612672,0
features.7.0.block.1.0,depthwise,NoisyConv2d,4x1152x7x7,0.3536588272423066,0.3424254553840691,0.17402546208318512,0.492071591822457,0.04212307327967992,0.1191065231091196,0.16885054974959607,0.4774390931119314,0.058588787182116284,0.17413754798387454,0.7105847299098969,1.7046446800231934,0.3253064528107643,3.321641156462585e-06,0.0,0.0,903168,3612672,0
features.7.0.block.2.fc1,pointwise,NoisyConv2d,4x48x1x1,2.139354300815345,1.7103791799243533,2.1422888468654224,1.0013716970811983,0.6763618244062919,0.31615231948654726,2.0327164548676664,0.9501541909598438,0.09967864375668666,1.6207482020060222,4.129619538784027,6.177916049957275,4.2253797352313995,0.029947916666666668,0.00390625,0.0013020833333333333,768,3072,0
features.7.0.block.2.fc2,pointwise,NoisyConv2d,4x1152x1x1,1.4736268352580852,0.8616078624852537,1.4520150529341271,0.9853342910112158,0.19849354482893997,0.134697292475796,1.4383838245087914,0.9760841687284274,0.018687471273414108,1.1109263764487372,2.9687711596488953,4.254092037677765,2.9356766790151596,0.005154079861111111,0.0003255208333333333,0.0,18432,73728,0
features.7.0.block.3.0,pointwise,NoisyConv2d,4x320x7x7,0.9052097435963368,0.9263153608847018,1.231121718954781,1.360040286424247,0.654420069517607,0.7229485477229184,1.0427823643957281,1.1519787229121339,0.2825603587227715,0.6776458584532445,1.8391991257667542,2.7531679272651672,2.4346063137054443,0.0001953125,0.0,0.0,250880,1003520,0
features.8.0,pointwise,NoisyConv2d,4x1280x7x7,3.0200471955875474,2.6951735478361307,4.032992310931213,1.335407048215549,1.9441606193482754,0.6437517341413735,3.533449655252728,1.1699981577821994,0.23238575124808253,2.2452494095782844,6.1921751499176025,9.303686380386353,7.936512768268585,0.09331951530612245,0.019886001275510205,0.007102997448979592,1003520,4014080,0
